Id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
568,1,-1.569,8.512,5.752,-4.941,-1.173,0.085,1.309,5.886,-7.931,9.284
569,0,-8.535,8.218,-4.472,-2.244,1.043,9.635,-5.842,-6.906,-5.717,1.244
570,1,-3.22,-2.518,5.483,-0.698,9.181,3.297,-7.904,0.997,7.637,-6.432
571,0,-6.272,-9.04,-5.376,3.688,-0.492,8.515,-5.909,9.76,7.874,-3.624
572,1,9.094,-2.385,1.049,1.132,8.327,6.693,1.61,1.837,-4.491,9.694
573,1,-0.915,-5.877,-8.786,-8.317,8.2,0.68,1.813,-4.08,-0.392,5.066
574,1,-7.185,7.71,-8.795,-3.124,-1.159,-6.925,2.528,-7.028,-8.762,3.606
575,1,-8.042,7.686,-7.421,-8.839,3.586,8.966,-0.021,-8.55,7.497,-8.225
576,0,-0.662,-5.378,9.871,-9.124,-5.53,5.01,4.841,1.942,9.03,2.677
577,0,-6.772,-9.075,-0.778,-7.787,-1.632,0.682,2.845,9.29,-3.156,-7.843
578,0,-8.793,5.579,-5.321,-6.707,8.811,5.424,8.973,4.133,-1.775,-5.086
579,0,3.687,5.329,-4.638,-1.751,-8.507,0.467,3.774,-2.349,6.632,2.697
580,1,4.965,5.138,-3.607,-9.794,9.104,-9.987,2.196,-5.306,-1.487,6.389
581,0,3.022,-5.431,-7.166,-3.462,-4.255,9.318,4.193,4.718,-7.803,-4.471
582,1,5.818,-8.927,4.607,0.758,-1.827,-4.112,1.631,5.694,-3.133,-1.412
583,0,-7.192,-1.171,-3.703,-8.186,9.753,2.928,-9.569,-9.723,-1.536,-3.271
584,0,6.177,-1.138,8.514,0.068,-5.424,-6.268,0.481,1.25,-0.045,-1.705
585,1,1.061,-4.074,9.611,-5.778,4.18,-5.177,4.942,1.903,-0.422,-3.899
586,0,0.467,3.539,0.267,-3.088,-7.691,6.963,6.183,1.378,-6.635,-9.872
587,0,-8.164,3.235,5.348,2.609,4.356,-2.37,-3.486,3.211,9.283,-6.969
588,1,-9.58,2.722,8.539,1.432,4.468,0.003,2.093,-3.399,7.026,2.145
589,1,9.369,-1.201,-6.898,7.967,-7.221,-0.204,-5.076,-5.187,-1.629,6.202
590,1,-3.068,2.56,-3.262,1.664,8.023,-3.896,-8.368,-3.853,1.13,-4.702
591,0,-3.439,0.652,5.412,-4.753,8.09,7.626,-9.125,-4.306,-0.012,1.296
592,0,-3.555,-1.067,3.137,-5.077,6.138,-6.008,4.148,0.554,7.264,0.332
593,0,8.815,1.169,-7.133,10,-4.314,-5.668,3.567,2.531,-5.05,-2.316
594,1,-6.773,4.441,-0.802,5.149,-6.489,6.185,2.17,7.252,-4.85,3.573
595,1,-2.85,8.539,4.87,-8.971,-4.822,2.841,7.984,8.141,2.741,-4.721
596,0,-6.626,7.028,-1.304,0.617,8.143,-8.077,-0.491,6.367,8.313,3.083
597,1,-7.842,1.773,-8.797,3.432,9.761,8.877,-3.913,6.264,9.322,-0.09
598,1,-0.997,8.043,7.236,-2.958,5.763,-0.24,0.09,-5.274,8.614,0.569
599,0,6.481,3.402,1.69,8.885,-8.588,9.889,-9.292,-2.222,6.25,6.666
600,1,-3.086,-4.856,4.581,-1.469,5.824,-8.695,-3.327,0.874,-6.677,-2.35
601,0,-1.219,-8.072,-8.515,-9.356,-3.934,-1.471,9.986,7.245,-5.595,8.156
602,1,-0.563,7.645,-9.51,4.074,0.789,-0.7,-5.701,0.624,-5.26,-9.542
603,0,-7.904,-4.581,-9.435,-5.832,6.903,4.443,-6.726,-8.31,-9.084,-1.287
604,1,4.736,-4.326,-0.379,-5.89,-7.534,6.274,7.583,-2.999,-8.771,4.251
605,0,8.705,8.087,-8.686,3.27,-0.214,2.102,-8.482,-8.445,-6.974,1.778
606,0,-6.773,-3.788,-2.302,-7.276,6.011,-2.89,-7.915,1.642,-2.039,1.655
607,0,9.778,-2.596,1.067,3.305,5.399,9.574,-2.448,-4.635,-9.304,-0.056
608,0,5.612,-8.082,2.873,8.667,2.03,-1.104,-7.313,3.03,6.599,8.938
609,0,3.496,3.964,-4.476,2.443,3.696,-6.1,3.167,-2.993,1.574,-1.467
610,0,-8.25,-9.353,4.62,0.982,-2.309,5.473,4.347,7.081,8.041,3.123
611,0,-7.391,5.182,1.202,-2.262,-2.506,3.158,-2.836,6.818,-0.672,-7.4
612,0,4.241,-7.555,-8.225,-6.147,-7.645,5.149,3.761,5.614,-6.879,-9.692
613,0,-1.049,-5.983,-0.016,-1.877,3.845,-0.401,7.823,-8.101,2.393,4.506
614,1,5.62,0.829,-1.495,-2.466,0.11,2.708,4.386,-8.491,-9.324,-7.859
615,1,4.719,9.496,-5.027,1.794,-5.564,4.635,-2.513,2.427,-7.441,-7.009
616,0,1.812,-0.923,-8.688,-3.425,2.693,-9.278,4.519,6.737,-7.852,6.297
617,1,-7.328,8.293,-9.536,0.518,9.02,7.324,-2.545,-8.332,-4.319,6.192
618,1,-2.155,6.832,0.098,-7.918,1.456,-5.795,-9.789,0.547,-7.934,-9.926
619,0,-8.551,-9.318,-4.266,-5.095,8.918,1.831,-7.825,4.396,1.054,4.713
620,0,7.833,-5.01,9.848,7.029,-6.732,8.612,-1.527,-5.041,-9.297,4.851
621,1,7.303,-0.059,-1.174,3.494,-0.44,-0.318,-9.292,-9.291,9.933,4.292
622,0,0.081,-5.555,9.542,-0.449,4.202,9.857,-6.838,-4.956,9.441,-2.079
623,0,-5.445,0.994,-5.365,2.892,3.992,-3.666,-3.235,6.628,4.79,1.305
624,1,7.897,9.756,6.266,3.784,-5.499,3.791,9.707,1.516,-2.155,1.004
625,1,4.909,4.674,-8.92,8.744,-0.933,-2.59,-4.92,-4.407,5.216,9.42
626,0,-4.846,8.346,1.189,6.561,4.118,-8.908,-2.622,7.699,-5.82,-9.221
627,1,5.095,-2.542,3.637,4.133,0.631,0.307,-5.168,2.233,-9.125,-9.608
628,0,-1.949,1.393,7.073,4.335,-3.854,-6.786,2.055,9.602,-8.22,-1.464
629,1,7.435,8.371,4.071,-0.236,0.985,-6.293,9.76,-5.999,9.387,8.735
630,0,0.594,0.105,8.825,3.125,1.008,4.489,-7.9,-7.547,5.369,-0.428
631,0,-4.876,-9.664,5.624,9.857,-4.19,-3.443,-8.147,5.707,2.989,-5.914
632,1,2.39,-6.177,6.817,-3.755,4.965,-8.154,1.142,-3.011,-9.317,-5.766
633,1,5.189,5.621,8.337,-6.668,-8.022,-1.184,0.538,-7.103,1.931,-7.956
634,0,3.58,1.273,-2.522,-6.25,-7.956,7.426,-7.21,8.153,6.976,-0.889
635,0,3.723,-4.039,-3.056,-0.512,1.36,-6.075,-2.67,9.87,6.44,4.274
636,1,-4.287,-0.253,-4.431,5.433,-6.669,-4.939,1.083,4.217,9.277,3.047
637,1,6.757,-2.13,6.193,4.961,-8.563,-4.142,9.023,5.263,1.014,-2.048
638,1,-4.947,9.199,-7.968,3.85,-0.369,-2.387,0.945,-0.698,9.857,3.601
639,1,6.317,-8.886,-4.8,-5.748,-6.332,5.924,-8.037,-1.325,-3.515,-6.713
640,0,4.675,-8.408,2.51,-7.514,-0.101,-8.073,-1.587,-1.922,-4.029,1.864
641,0,9.636,2.331,-2.336,-5.81,-7.741,-6.869,-1.202,4.778,1.039,-3.135
642,0,4.078,-0.074,-6.244,-3.129,-8.315,-9.202,-6.969,7.16,7.825,-6.862
643,0,-9.31,-5.963,-7.303,2.17,4.056,8.597,-9.91,-2.097,-9.623,4.158
644,1,5.454,9.5,4.572,-4.014,3.702,-8.042,-0.02,5.24,4.283,0.754
645,0,3.166,-2.127,2.321,3.688,-3.582,5.433,2.553,-5.098,3.916,-3.14
646,0,3.314,5.983,6.065,7.364,-8.555,-8.379,-2.405,8.788,-3.534,-7.824
647,0,-2.194,3.007,8.38,-0.541,-7.785,9.69,-9.359,8.365,5.369,1.335
648,0,5.057,8.231,-0.266,1.913,6.804,-3.71,-1.1,-5.226,-6.09,2.277
649,0,-3.357,4.792,-3.873,-0.221,6.946,5.875,9.346,-2.506,-2.156,9.586
650,1,0.157,1.367,-3.874,8.898,-3.294,9.981,3.747,-4.271,5.66,-0.854
651,0,3.997,4.908,-5.561,-7.801,-0.841,7.362,4.247,-0.784,8.356,8.965
652,0,4.745,4.153,8.657,5.862,5.806,-6.262,-6.38,-6.439,-3.529,6.832
653,0,-9.829,-5.377,-7.712,-1.774,5.3,7.007,-4.756,6.1,5.388,-4.201
654,0,-7.294,0.456,-6.576,-1.211,-6.699,6.794,4.902,1.789,-6.727,-6.22
655,0,6.25,-7.091,8.405,-3.447,-2.216,6.759,1.545,-9.541,3.978,-9.96
656,0,-1.38,7.825,9.408,-3.574,-8.741,-3.474,0.634,9.021,-6.824,-4.195
657,0,4.539,-8.858,4.224,1.839,-1.801,9.484,-8.562,-8.631,-6.359,4.147
658,0,-4.264,4.159,5.847,-6.873,-4.04,2.386,8.527,2.096,4.974,4.319
659,0,-6.005,-0.259,1.234,7.602,9.88,4.162,3.231,9.383,7.361,7.288
660,1,7.29,-3.707,0.52,2.38,4.536,7.755,-6.549,-1.833,9.73,-0.749
661,0,4.318,0.609,1.273,7.831,-1.603,-3.151,-1.433,3.654,-2.69,7.811
662,0,-4.334,4.362,-5.571,6.421,-8.498,-5.445,-2.185,3.102,0.448,-6.879
663,0,1.983,3.171,-5.552,0.818,2.228,-6.136,-7.416,-7.675,-1.841,7.208
664,1,9.976,-3.561,-5.164,2.916,-1.521,-1.406,7.347,5.407,-7.85,-1.677
665,0,1.516,8.037,4.989,4.602,-7.292,5.181,-0.576,4.424,2.853,-6.579
666,1,-9.73,-7.699,4.088,-4.473,-0.457,-7.379,-4.449,-9.402,-3.678,5.091
667,0,6.618,-4.794,-4.949,-6.344,-9.119,2.411,9.342,2.441,5.527,-1.359
668,1,-3.607,4.551,7.435,-2.882,6.453,-3.789,-4.175,-0.95,-2.215,6.235
669,1,7.228,5.255,-1.157,-2.129,8.62,-4.803,-8.88,9.146,3.102,5.011
670,1,3.642,0.047,-5.954,-8.336,-6.372,4.432,1.835,-6.642,-2.413,2.107
671,0,-7.49,0.965,1.873,-3.832,0.846,2.533,-7.599,7.502,6.786,0.798
672,1,-5.124,8.658,-1.54,-3.719,-6.312,4.863,-8.997,-6.087,8.408,5.579
673,1,-9.553,-9.704,-7.709,1.102,2.494,9.266,6.544,-9.924,3.091,-8.352
674,1,2.51,9.243,-5.959,3.708,-3.206,-4.139,2.539,0.211,-7.169,-6.632
675,1,-8.528,7.124,0.443,2.268,-6.068,4.543,-0.594,0.886,2.073,-6.944
676,0,1.152,7.162,-3.528,3.44,4.192,-7.1,-2.002,5.705,-4.701,-6.549
677,1,6.605,-8.074,5.63,-5.913,-9.453,-7.59,-9.509,-8.273,-2.326,2.943
678,1,9.433,7.78,-6.002,-0.679,-0.849,-0.249,1.795,5.27,-4.226,-4.475
679,1,9.94,0.707,-1.152,-6.295,-2.176,-7.357,-4.596,0.365,6.068,9.644
680,0,8.337,8.152,4.58,3.378,3.564,5.143,-1.528,-1.3,7.742,1.536
681,1,-8.895,-3.41,-4.588,8.577,-2.266,-0.565,3.749,7.342,3.975,-6.898
682,0,8.902,-2.144,-1.694,-3.039,-1.71,-3.822,-2.116,9.24,-8.236,9.275
683,0,4.054,2.145,-6.186,4.25,8.363,-9.377,-6.795,-7.664,3.57,-0.826
684,1,6.491,4.94,8.464,7.748,-0.097,-0.557,-7.03,-0.961,-9.1,-8.568
685,1,-8.636,-4.411,6.909,-3.913,1.222,9.313,-9.538,-2.228,-1.128,-6.032
686,0,-0.503,4.028,9.774,-7.822,0.775,8.82,-5.868,-6.027,1.414,-5.218
687,1,-2.057,4.626,1.937,-8.851,-6.607,2.626,6.362,3.149,-3.056,-3.041
688,1,3.921,6.101,7.718,-2.385,-9.041,5.794,8.77,-6.348,-4.105,8.67
689,1,6.593,-7.325,9.411,0.546,4.985,2.152,-0.284,2.085,-8.905,-9.302
690,1,-4.575,-7.8,-4.923,-4.114,7.09,-9.112,-3.986,3.539,5.292,7.66
691,1,2.932,5.645,4.378,3.597,8.028,-8.894,-5.94,9.732,-4.316,4.178
692,0,-7.559,-3.087,-1.477,-4.725,8.714,-9.649,-2.088,9.334,9.088,9.838
693,0,-1.663,8.926,4.085,3.542,-5.91,-3.08,-1.901,-1.354,7.961,5.953
694,0,-0.949,8.928,-5.858,-0.697,0.567,-6.008,-1.244,1.823,6.983,1.711
695,0,-1.244,-9.914,5.776,-3.321,-0.409,2.792,3.41,6.921,6.087,-1.605
696,1,1.116,3.658,1.573,-9.705,4.829,3.112,7.205,7.104,6.887,3.546
697,1,-1.215,0.063,-9.721,-5.517,4.503,-4.393,-4.239,4.098,6.495,9.187
698,1,-9.526,2.705,-2.706,-3.867,-2.748,5.661,1.931,-9.993,-0.283,-1.768
699,1,8.204,-1.272,9.575,9.307,8.639,2.55,-0.19,-5.731,-5.057,2.077
700,0,-9.675,-3.927,-4.36,7.349,3.237,3.032,4.535,-4.665,-4.377,6.476
701,0,-3.338,-2.024,-5.742,-1.812,0.826,-6.227,-7.522,7.44,-1.818,-4.407
702,1,-0.714,-9.752,5.945,-7.817,-9.851,-9.523,8.321,6.742,7.842,3.183
703,0,1.13,5.904,-7.917,-7.839,-8.53,-0.937,-2.637,-4.693,-4.828,5.27
704,0,4.725,-2.481,0.178,-8.545,9.718,-3.503,-0.201,-0.356,5.958,0.713
705,1,4.574,-3.694,-2.67,0.326,3.737,-8.288,-1.718,3.058,-8.074,4.718
706,0,-5.638,-8.801,5.612,-3.903,-1.166,0.365,3.123,6.99,2.882,-0.946
707,1,-4.263,5.042,-2.049,-2.864,2.545,-0.617,-9.689,-3.459,0.309,-6.07
708,0,-4.816,-6.874,9.251,-4.662,-1.847,4.025,8.292,-3.705,-0.986,-8.194
709,1,-6.953,7.551,5.046,4.081,-8.549,8.171,3.426,-3.966,2.305,-7.149
710,0,-4.259,-9.947,1.271,0.879,6.316,-4.718,9.387,-1.596,5.282,-3.183
711,0,-6.702,-5.302,6.69,1.508,-3.997,5.29,5.657,-4.327,6.87,1.132
712,1,8.641,-8.684,9.376,-5.483,4.013,0.535,7.099,6.899,-2.821,1.235
713,1,-7.329,-7.592,-6.566,7.375,5.456,-0.255,-1.532,1.137,-6.217,3.887
714,1,-6.984,-8.402,2.455,-9.115,8.769,2.85,-8.396,5.675,6.1,-8.567
715,1,3.227,5.624,1.248,9.136,-0.039,4.373,6.178,-7.21,-7.317,-9.993
716,1,4.026,8.364,-2.171,-3.031,6.362,6.719,1.767,5.175,-7.101,-3.175
717,0,6.85,4.162,-5.724,8.675,5.077,-8.066,6.472,7.228,-6.7,5.721
718,1,-0.015,3.834,4.451,-9.038,7.204,-9.623,-5.173,1.774,8.845,-5.419
719,0,-5.016,-3.343,-5.064,9.37,9.32,-2.639,4.256,4.437,9.452,-4.644
720,1,-2.066,-9.509,6.671,3.662,9.009,8.187,0.665,-3.307,5.89,2.241
721,0,8.669,4.723,4.797,-9.997,-7.425,5.362,-0.304,4.111,2.449,4.827
722,0,5.721,-9.957,7.728,0.481,-9.171,-5.558,-2.687,7.295,8.912,5.931
723,0,9.819,3.996,-6.291,-6.24,3.973,-2.907,-1.082,9.291,0.296,6.725
724,0,-4.724,-4.241,4.235,-2.94,-0.509,-6.318,4.933,-3.002,4.376,3.074
725,0,-0.067,-6.593,-5.167,-4.904,-9.391,-6.244,-1.999,0.795,2.437,6.149
726,0,-8.636,-9.698,-7.831,-6.962,-1.587,-0.147,-1.51,-1.922,-6.751,7.305
727,0,9.139,-0.447,-6.432,2.08,9.775,7.33,-7.653,-9.326,0.924,-4.171
728,1,5.379,-8.369,-1.003,9.138,-9.78,2.683,1.32,0.008,-4.158,2.232
729,1,7.364,-6.253,-3.769,5.151,-0.222,1.483,-8.449,-3.253,-1.62,-1.174
730,0,2.983,2.627,-2.856,-5.641,4.966,1.662,0.266,-0.31,8.844,-2.927
731,0,-6.349,-2.41,-9.759,-8.089,4.233,-2.995,-8.474,5.165,-2.681,-3.675
732,0,1.828,7.026,9.798,2.458,-3.087,-4.709,-2.932,5.079,7.119,-5.466
733,1,-2.314,1.844,-9.461,-8.595,-3.836,-7.815,4.751,3.223,-5.094,1.08
734,1,2.893,-0.93,6.07,1.345,4.657,2.511,3.218,7.574,4.116,-7.796
735,0,-1.318,-6.935,9.451,-6.663,9.667,9.705,-9.099,-0.395,9.952,0.682
736,0,5.518,-8.366,3.713,0.834,-1.36,7.154,-1.864,-6.815,4.988,-6.647
737,1,1.435,-8.381,-1.135,5.17,-1.321,4.171,4.078,-8.651,4.075,3.148
738,0,1.235,0.859,-8.231,1.69,2.632,7.106,-6.095,-0.341,-2.304,1.671
739,0,5.735,-2.566,2.268,-3.428,3.652,-0.594,5.335,7.929,4.725,-9.214
740,0,-5.804,-1.457,5.543,-1.892,2.671,-6.733,9.003,-7.361,6.769,7.128
741,1,6.654,5.781,-1.02,3.532,0.752,8.02,-4.258,8.803,-8.587,3.275
742,1,9.278,-4.799,-1.68,9.625,-3.481,2.962,-5.992,-6.626,1.106,-8.672
743,0,9.038,-6.858,-7.761,-1.945,8.679,4.132,-2.594,-8.516,3.817,-1.968
744,1,-4.159,-1.644,-7.907,-3.097,-8.447,3.728,-5.397,4.584,3.042,0.607
745,1,-2.09,-2.097,-7.526,0.642,1.738,1.371,7.419,6.725,0.865,-0.283
746,0,1.157,-6.814,-2.823,-3.389,9.52,6.314,-1.592,-3.261,-0.494,9.718
747,1,-1.611,4.226,-7.974,-1.308,4.662,1.496,8.482,-2.431,-8.396,6.036
748,0,-1.833,-6.388,-1.788,-2.102,-9.995,-7.501,2.606,9.224,-1.472,-9.627
749,1,-3.46,2.84,-8.186,-1.689,0.254,-5.136,9.128,2.941,7.855,-2.651
750,1,-2.413,-7.893,-7.959,1.092,2.755,7.513,-9.432,7.949,-4.025,-9.518
751,0,-5.385,6.486,4.569,-8.215,4.983,6.627,8.555,1.264,-5.193,7.738
752,1,2.091,3.93,7.323,6.456,7.708,-2.423,7.96,1.33,9.889,-7.404
753,0,0.201,-8.483,-0.22,-3.474,-1.222,-5.825,-7.492,-4.815,-3.666,3.344
754,1,-2.698,-3.514,-1.47,-0.351,-9.037,-5.113,5.66,-7.353,2.145,8.851
755,0,4.036,-0.277,2.506,2.281,-3.43,3.345,4.596,-0.816,9.182,0.747
756,1,-5.261,-1.252,3.929,4.61,1.828,-2.842,-9.346,-6.431,-5.687,0.684
757,0,2.7,-8.327,-0.445,-9.939,8.694,2.014,-8.334,-6.995,9.127,2.508
758,0,-9.274,7.048,-5.874,-7.326,-0.881,-2.513,3.901,4.19,-2.433,3.989
759,1,5.219,-8.14,4.574,2.618,-3.339,0.77,-2.831,-7.218,-6.288,8.229
760,0,-0.522,-3.013,-6.238,6.282,-2.543,-9.332,4.274,9.879,-4.634,3.22
761,1,3.109,1.054,4.515,-4.87,-3.471,-0.077,3.079,-6.457,0.69,3.274
762,0,2.626,-1.448,6.699,3.501,-0.676,4.93,-2.663,5.278,3.145,2.73
763,1,-1.062,-0.269,-3.162,-9.581,4.246,-5.377,8.342,-8.355,9.728,-6.108
764,1,-0.033,-4.17,-6.003,4.486,-3.778,4.861,9.239,-8.029,7.041,1.574
765,0,-4.597,-4.039,4.536,-7.965,-0.337,-5.968,-6.329,-6.026,-5.697,-9.771
766,0,-8.963,-7.845,1.027,-7.125,4.331,-0.974,-9.334,3.46,8.851,-5.378
767,0,6.124,7.101,-3.239,-1.244,-1.924,-1.402,5.498,-2.921,-1.452,-2.053
768,1,-3.711,4.975,3.518,-4.651,3.474,8.398,-5.024,4.834,-1.396,-1.82
769,1,4.475,-2.564,-9.622,0.441,0.094,-0.685,-5.952,-2.7,-2.531,-6.096
770,1,-5.209,0.67,-3.907,7.877,-2.222,-7.034,6.425,4.439,0.051,7.111
771,1,-5.443,5.395,7.592,2.571,5.506,-4.662,8.526,4.063,8.651,-6.663
772,1,0.251,-6.101,8.998,8.68,1.302,4.867,7.275,4.096,-4.669,-5.097
773,1,-0.555,8.903,3.701,-7.758,9.048,1.887,-1.2,-8.457,-4.96,-0.598
774,1,2.998,-4.947,2.628,-0.672,-6.153,-1.033,-3.93,-5.154,-0.082,4.445
775,0,-1.529,-3.768,-4.092,9.43,-4.02,-7.77,0.675,3.838,4.785,-0.985
776,1,2.054,5.945,1.66,9.283,-9.327,-6.378,2.428,5.039,-2.377,3.919
777,0,-5.383,3.453,-3.493,-3.371,0.03,-9.232,-6.526,-4.739,-9.895,-7.168
778,0,-4.375,4.591,-6.753,9.28,-1.409,2.238,-8.834,-5.587,2.296,4.825
779,1,-4.437,-3.19,-4.602,4.773,1.976,5.255,5.085,-3.346,6.656,-4.42
780,1,8.364,4.572,-9.781,4.451,-9.091,3.221,9.698,-6.592,8.737,-9.192
781,1,-6.782,7.774,-0.97,0.561,-0.523,-0.085,5.031,-8.558,-7.007,-3.014
782,1,-7.437,7.981,9.462,-9.349,4.982,-6.054,3.151,-0.383,3,-3.71
783,0,9.966,7.396,7.507,-9.615,-4.196,-3.89,4.037,0.012,-7.453,-2.592
784,0,3.612,6.491,7.043,6.533,1.392,-9.403,4.049,-8.892,-5.413,-9.094
785,0,-5.664,-6.992,6.249,9.856,-8.906,4.512,-1.865,-5.814,-4.337,2.675
786,0,-2.717,-7.677,-7.877,4.573,-0.655,1.293,-0.793,-5.705,-3.244,3.798
787,1,-0.378,8.006,-5.453,7.728,-1.75,-5.761,2.271,6.056,-8.62,6.104
788,1,-1.066,-9.541,-2.237,-3.78,-4.048,-7.653,6.637,-1.335,-2.053,5.753
789,1,-5.714,2.271,6.397,3.258,0.9,-7.906,-5.625,-0.895,-9.185,5.266
790,1,-3.674,-1.905,6.772,1.933,6.672,7.495,-2.123,-3.437,1.652,-1.632
791,0,4.394,0.743,-2.411,3.758,-7.153,1.139,-7.205,-9.038,9.681,-4.373
792,1,1.423,-7.138,-5.071,3.544,-7.731,7.253,8.113,-5.363,9.056,-5.247
793,1,-6.284,4.133,-3.374,-3.909,-8.854,2.155,2.444,2.094,4.127,3.489
794,1,-2.371,-2.273,-2.052,-4.1,-2.502,-6.321,4.242,-9.129,4.227,-1.389
795,0,4.912,8.173,-7.674,2.862,-5.739,-2.758,4.783,6.395,-3.162,-0.067
796,1,8.833,3.492,0.916,4.554,-4.388,2.897,8.586,-7.939,-2.016,-4.548
797,1,-7.443,-9.712,-1.034,6.939,-9.51,-6.659,-3.553,-1.792,8.527,6.487
798,0,9.937,-4.632,-1.421,5.506,-2.104,6.462,-6.472,-1.951,2.205,7.601
799,0,6.894,-3.248,-5.97,-9.644,5.106,2.503,-3.03,1.839,-8.485,-1.713
800,1,-3.814,-8.192,6.755,9.053,-7.725,-1.65,-2.955,-8.287,-2.194,4.706
801,0,1.958,-2.729,-6.926,3.125,9.002,3.227,-0.054,-1.625,0.217,7.609
802,1,7.658,7.42,6.902,-5.964,-9.75,2.096,-9.152,7.313,8.273,8.04
803,0,5.863,3.501,3.453,-0.027,-1.318,-2.954,5.416,-5.391,-7.962,-9.396
804,1,-0.143,6.566,0.472,5.215,2.764,2.447,5.187,-6.782,-5.069,-1.475
805,0,3.148,8.09,6.632,3.823,-6.243,5.029,-5.878,7.51,3.161,-4.166
806,1,-7.566,-3.551,4.69,5.279,0.918,7.663,4.677,-2.154,-8.563,2.51
807,0,-4.317,-0.772,7.616,-9.45,3.893,4.616,-1.062,-2.358,-5.853,-4.586
808,0,9.679,5.659,-9.959,-7.292,9.892,-3.139,-2.687,4.627,-2.501,-3.743
809,1,0.744,2.122,-5.647,-5.683,-9.069,9.168,9.016,5.38,4.301,-9.269
810,1,-7.466,-5.865,-0.553,8.646,-1.323,0.334,-3.488,-0.441,6.067,-4.23
811,0,7.684,3.152,-7.39,2.002,-8.507,0.496,3.836,-6.685,3.324,-9.369
812,1,6.043,1.09,-9.032,5.448,-2.245,-5.034,-1.499,9.419,-4.258,-2.309
813,0,8.314,3.505,7.042,5.616,-6.583,-8.018,6.229,-3.729,5.668,-3.444
814,1,-4.044,-2.301,-6.516,-2.152,9.155,0.984,2.995,-4.117,4.834,6.468
815,0,-1.405,6.487,-3.379,-0.36,-2.079,1.439,7.973,0.336,-6.368,6.588
816,1,0.616,-7.842,-2.078,4.763,5.869,5.962,-6.046,2.08,-8.945,-0.622
817,0,-7.383,3.112,-5.905,-7.705,-3.007,6.985,-6.615,-0.115,4.277,5.884
818,1,-5.747,-4.583,-6.129,-4.929,8.768,-4.396,-6.173,-4.352,0.09,5.833
819,0,1.823,-4.124,5.28,6.979,1.622,-8.626,-5.882,9.006,-5.255,-8.648
820,0,2.575,1.508,1.921,-3.565,-1.967,6.223,-8.921,-9.955,8.505,-3.208
821,0,-6.347,9.688,4.437,-6.802,3.033,-7.975,-0.63,-8.893,-4.275,1.61
822,0,-5.769,-0.608,-3.304,-3.307,-5.973,-2.807,-0.271,-5.473,2.479,1.354
823,1,7.398,-1.376,6.872,3.069,-2.225,-6.173,7.065,3.878,1.538,-8.107
824,1,-8.77,7.294,-3.609,4.757,1.631,9.08,2.293,2.939,-4.628,-8.429
825,0,0.667,-4.418,-0.821,-8.982,0.305,9.364,-1.713,-5.284,-8.912,-4.298
826,0,-5.968,-8.023,6.588,-9.066,-7.517,0.174,4.028,-1.119,-7.499,6.629
827,0,-2.124,1.055,-0.126,-4.228,-5.068,-5.38,4.994,-4.914,-2.226,5.214
828,0,-4.843,8.508,0.711,9.058,-7.326,0.948,4.122,5.448,9.849,3.526
829,0,-0.497,-9.463,-1.106,3.499,8.777,2.343,1.854,-0.535,7.351,3.995
830,0,-5.296,-1.997,1.645,-1.272,-3.558,9.344,-2.903,-4.977,3.122,-3.389
831,1,2.976,8.817,7.762,5.152,-0.931,2.63,-9.808,2.788,-7.118,4.654
832,1,9.247,-6.608,4.543,6.56,-1.195,-2.914,-2.108,-1.749,2.934,8.322
833,1,-9.952,2.206,-8.477,-7.677,2.149,3.344,-7.099,-8.841,5.187,-2.158
834,1,4.84,5.798,8.71,5.615,-5.227,4.208,6.095,9.474,9.295,-5.425
835,1,-6.682,-8.322,8.128,9.444,-9.685,4.763,0.724,-5.094,-4.418,5.648
836,0,-5.838,1.32,-6.991,9.259,-3.995,-7.464,5.835,7.798,-2.728,9.443
837,1,-9.339,7.127,0.894,-5.68,-5.907,-0.638,8.82,-7.855,-9.461,-6.091
838,1,2.542,-8.218,-6.849,6.822,1.146,-1.142,3.46,6.317,1.12,-2.816
839,0,7.532,2.794,-6.084,-3.671,-6.68,5.652,5.808,9.7,9.597,8.289
840,0,1.624,1.907,1.46,-3.479,-9.818,-2.681,9.985,3.451,3.775,6.325
841,0,1.618,-4.367,-2.519,4.594,2.765,-2.521,-6.867,-3.45,-2.221,2.446
842,0,-5.784,-0.43,-2.986,-9.983,-2.879,1.884,9.585,4.327,-9.023,2.489
843,0,8.033,-2.582,-8.672,-1.663,6.722,-8.381,-8.732,2.939,-4.177,-8.558
844,1,3.759,-2.485,-8.63,-1.037,-0.407,-4.029,0.688,2.199,9.142,-9.995
845,0,2.652,2.216,-6.902,-5.054,-6.154,-8.641,2.263,-4.576,0.136,-6.046
846,0,-2.717,-8.542,-7.806,8.172,3.15,6.073,1.402,7.114,7.359,0.94
847,0,8.872,-7.368,-2.751,3.904,-6.903,7.143,-5.121,6.607,3.085,4.535
848,0,7.013,-0.036,-7.286,-0.625,3.823,8.06,-0.767,-6.502,2.796,-8.895
849,1,-5.89,6.632,-4.084,3.621,3.259,-6.128,-4.123,2.214,-7.455,4.729
850,1,-2.413,5.625,2.388,-8.125,-8.296,-4.752,-0.29,4.804,-0.99,-5.418
851,1,2.355,-8.274,4.765,6.126,4.013,5.229,1.316,7.28,5.641,4.861
